EXISTING_PLACE,EXISTING_ID,GLOB_ID,PREF_LABEL,PREF_LABEL_SOURCE,PREF_LABEL_SOURCE_PAGE,PREF_LABEL_REMARKS,PREF_LABEL_REMARKS_SOURCE,PREF_LABEL_REMARKS_SOURCE_PAGE,LATITUDE,LONGITUDE,COORD_CERTAINTY,COORD_SOURCE,COORD_SOURCE_PAGE,COORD_REMARKS,COORD_REMARKS_SOURCE,COORD_REMARKS_SOURCE_PAGE,CCODES,WHG_ID,GEONAMES_ID,TGN_ID,WIKIDATA_ID,AMH_ID,EXTERNAL_IDS,OVERALL_REMARKS,OVERALL_SOURCE,OVERALL_SOURCE_PAGE,,CHECKED?,TEST_LAT,TEST_LONG,TEST_GN,TEST_WHG,EXTERNAL_ID,TEST_AMH,
,,NR_93_HUM_1,Ambanakulangara (Temple),Wikidata,https://www.wikidata.org/wiki/Q101186785,,,,9.568381,76.362311,uncertain,Wikidata,https://www.wikidata.org/wiki/Q100992985,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Ambanakulangara on GeoNames, Wikidata or Getty. Hence, the coordinates of Mannancherry, a nearby place, have been selected here as an inference for Ambanakulangara.",,,India,,,,https://www.wikidata.org/wiki/Q101186785,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_93,Ambanakulangara,Wikidata,https://www.wikidata.org/wiki/Q101186785,,,,9.568381,76.362311,uncertain,Wikidata,https://www.wikidata.org/wiki/Q100992985,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Ambanakulangara on GeoNames, Wikidata or Getty. Hence, the coordinates of Mannancherry, a nearby place, have been selected here as an inference for Ambanakulangara.",,,India,,,,https://www.wikidata.org/wiki/Q101186785,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_94,Aryad,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,certain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_95,Kattur (Thrissur),GeoNames (GN),https://www.geonames.org/13353509/kattur.html,,,,10.37315,76.16678,certain,GeoNames (GN),https://www.geonames.org/13353509/kattur.html,,,,India,,https://www.geonames.org/13353509/kattur.html,,https://www.wikidata.org/wiki/Q101194734,,,[DISAMBIGUATION] Not to be confused with another place of the same name in Alappuzha.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_96,Thumpoly ,Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,9.51916,76.32172,certain,GeoNames (GN),https://www.geonames.org/10627513/thumboly.html,,,,India,,https://www.geonames.org/10627513/thumboly.html,,https://www.wikidata.org/wiki/Q7798865,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_97,Pallathuruthy (Alappuzha),Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,certain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,[DISAMBIGUATION] This is a place in present-day Alappuzha district. NOT to be confused with Palluruthy in Ernakulam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_98,Vechoor,Wikidata,https://www.wikidata.org/wiki/Q7917746,,,,9.666667,76.45,certain,Wikidata,https://www.wikidata.org/wiki/Q7917746,,,,India,,,,https://www.wikidata.org/wiki/Q7917746,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_99,Pullangady,Wikidata,https://www.wikidata.org/wiki/Q101187008,,,,9.395189,76.422789,certain,Wikidata,https://www.wikidata.org/wiki/Q71531759,,,,India,,,,https://www.wikidata.org/wiki/Q101187008,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_100,Punnapra,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,9.43333,76.35,certain,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,India,,https://www.geonames.org/1259217/punnapra.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_101,Ambalapuzha,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,9.38462,76.35507,certain,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,India,,https://www.geonames.org/1278858/ambalapuzha.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_103_HUM_1,Anandeshwaram Mahadeva Temple,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,9.334972,76.373917,uncertain,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,India,,,,https://www.wikidata.org/wiki/Q16251097,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_103,Anandeswaram,Wikidata,https://www.wikidata.org/wiki/Q101186840,,,,9.334972,76.373917,certain,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,India,,,,https://www.wikidata.org/wiki/Q101186840,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_104,Pallana,GeoNames (GN),https://www.geonames.org/11484928/pallana.html,,,,9.29909,76.38905,certain,GeoNames (GN),https://www.geonames.org/11484928/pallana.html,,,,India,,https://www.geonames.org/11484928/pallana.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_105,Paravur (Ernakulam),GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,10.12361,76.26708,certain,GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,India,,https://www.geonames.org/12684178/paravur.html,,,,,[DISAMBIGUATION] Not to be confused with Paravur in Kollam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_105_HUM_1,Paravur (Kingdom),GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,10.12361,76.26708,uncertain,GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,India,,https://www.geonames.org/12684178/paravur.html,,,,,[DISAMBIGUATION] Not to be confused with Paravur in Kollam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_107,Arattupuzha (Alappuzha),Wikidata,https://www.wikidata.org/wiki/Q4784452,,,,9.187931,76.4431,certain,Wikidata,https://www.wikidata.org/wiki/Q4784452,,,,India,,,,https://www.wikidata.org/wiki/Q4784452,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_105_GEO_1,Paravur (River),GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,10.12361,76.26708,uncertain,GeoNames (GN),https://www.geonames.org/12684178/paravur.html,,,,India,,https://www.geonames.org/12684178/paravur.html,,,,,[DISAMBIGUATION] Not to be confused with Paravur in Kollam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_109,Elaboe,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.13704,76.46495,uncertain,Wikidata,https://www.wikidata.org/wiki/Q120972913,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Valiazheekkal, so the coordinates of Valiazheekkal are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q120972913,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_110,Clappana,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,,,,9.10616,76.4984,certain,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,,,,India,,https://www.geonames.org/11184895/clappana.html,,https://www.wikidata.org/wiki/Q5125891,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_111,Paranagarapoera,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.1,76.5,uncertain,Wikidata,https://www.wikidata.org/wiki/Q16893753,"[INFERENCE] Based on the early modern map, this place was located near 'Coypalla' (present-day Kuzhithura), so the coordinates of Kuzhithura have been selected here as an inference. The creators of this dataset have not yet identified which place 'Paranagarapoera' exactly is.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q16893753,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_112,Alappad,Wikidata,https://www.wikidata.org/wiki/Q4708337,,,,9.083333,76.483333,certain,Wikidata,https://www.wikidata.org/wiki/Q4708337,,,,India,,,,https://www.wikidata.org/wiki/Q4708337,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_113,Kuzhithura,Wikidata,https://www.wikidata.org/wiki/Q16893753,,,,9.1,76.5,certain,Wikidata,https://www.wikidata.org/wiki/Q16893753,,,,India,,https://www.geonames.org/11185787/kuzhithura.html,,https://www.wikidata.org/wiki/Q16893753,,,"[DISAMBIGUATION] Not to be confused with Kuzhuppilly in Ernakulam district, Kerala (although the alternative labels might look similar).",,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_114,Parayakadavu,Wikidata,https://www.wikidata.org/wiki/Q101139243,,,,9.1,76.5,uncertain,Wikidata,https://www.wikidata.org/wiki/Q16893753,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Parayakadavu on GeoNames, Wikidata or Getty. Hence, the coordinates of Kuzhithura, a nearby place, have been selected here as an inference for Parayakadavu.",,,India,,,,https://www.wikidata.org/wiki/Q101139243,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Pandarathuruthu (Panderatourte|Panderaturty|Peza|Pesa|Pesse),GLOB_386,GLOB_386,Pandaraturuth,Wikidata,https://www.wikidata.org/wiki/Q101139257,,,,9.03442,76.51322,certain,GeoNames (GN),https://www.geonames.org/11501856/panduraturuttum-tura.html,,,,India,,https://www.geonames.org/11501856/panduraturuttum-tura.html,,https://www.wikidata.org/wiki/Q101139257,,,"[CONTEXT] GM 6:499 ""Pesa or Peza, taken from the Portuguese Pesse, name for a place properly called Panderaturty, situated on the coast of Malabar at 9°N.; the V.O.C. had a pepper warehouse there."" According to M. O. Koshy, ""Peza was located on the south of Maruthurkulangara"" and was called 'panderatoutte' by locals.","Generale Missiven vol. 6, "" M. O. Koshy, The Dutch Power in Kerala, 1729-1758""",499|246,,FALSE,9.03442,76.51322,https://geonames.org/11501856,,,,checked
,,NR_116,Tallagoa,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,8.96727,76.54188,uncertain,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,"[INFERENCE] Based on the early modern map, this place was located near 'Tjaparra' (present-day Chavarra), so the coordinates of Chavarra have been selected here as an inference. The creators of this dataset have not yet identified which place 'Tallagoa' exactly is.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/1274466/chavara.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_117,Chavara,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,,,,8.96727,76.54188,certain,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,,,,India,,https://www.geonames.org/1274466/chavara.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_118,Karattura,GeoNames (GN),https://www.geonames.org/11501973/karattura.html,,,,8.9749,76.52906,certain,GeoNames (GN),https://www.geonames.org/11501973/karattura.html,,,,India,,https://www.geonames.org/11501973/karattura.html,,https://www.wikidata.org/wiki/Q101142146,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_119,Marumanatura,GeoNames (GN),https://www.geonames.org/11502000/marumanatura.html,,,,8.95209,76.53745,certain,GeoNames (GN),https://www.geonames.org/11502000/marumanatura.html,,,,India,,https://www.geonames.org/11502000/marumanatura.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_120,Dalavapuram,GeoNames (GN),https://www.geonames.org/11501999/dalavapuram.html,,,,8.94865,76.55091,certain,GeoNames (GN),https://www.geonames.org/11501999/dalavapuram.html,,,,India,,https://www.geonames.org/11501999/dalavapuram.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_106,Paroe (in het Land van den Samoryn),"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,,,,,,,,,,,India,,,,,,,[DISAMBIGUATION] Not to be confused with Paravur/Parur in Ernakulam district or Paravur/Parur in Kollam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_122,Monkam,GeoNames (GN),https://www.geonames.org/11502015/monkam.html,,,,8.92274,76.5725,certain,GeoNames (GN),https://www.geonames.org/11502015/monkam.html,,,,India,,https://www.geonames.org/11502015/monkam.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_123,Mukkad,GeoNames (GN),https://www.geonames.org/1262587/mukkad.html,,,,8.92869,76.55727,certain,GeoNames (GN),https://www.geonames.org/1262587/mukkad.html,,,,India,,https://www.geonames.org/1262587/mukkad.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_124,Poerioepe,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,8.881609,76.568466,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7595554,"[INFERENCE] Based on the early modern map, this place was located near 'Fort Coilan' (i.e. Tangasseri Fort or St. Thomas Fort), so the coordinates of the fort have been selected here as an inference. The creators of this dataset have not yet identified which place 'Poerioepe' exactly is.","NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,India,,,,https://www.wikidata.org/wiki/Q7595554,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_126,Panavally,Wikidata,https://www.wikidata.org/wiki/Q7130125,,,,9.817222,76.351111,certain,Wikidata,https://www.wikidata.org/wiki/Q7130125,,,,India,,,,https://www.wikidata.org/wiki/Q7130125,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_126_HUM_1,Panavally (Temple),Wikidata,https://www.wikidata.org/wiki/Q7130125,,,,9.817222,76.351111,certain,Wikidata,https://www.wikidata.org/wiki/Q7130125,,,,India,,,,https://www.wikidata.org/wiki/Q7130125,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_127,Turavur,GeoNames (GN),https://www.geonames.org/1254040/turavur.html,,,,9.7666,76.31667,certain,GeoNames (GN),https://www.geonames.org/1254040/turavur.html,,,,India,,https://www.geonames.org/1254040/turavur.html,,https://www.wikidata.org/wiki/Q12071007,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_128,Thaikkattussery,GeoNames (GN),https://www.geonames.org/12625364/thaikkattussery.html,,,,9.782111,76.3512,certain,Wikidata,https://www.wikidata.org/wiki/Q16133821,,,,India,,https://www.geonames.org/12625364/thaikkattussery.html,,https://www.wikidata.org/wiki/Q16133821,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_130,Kodamthuruth,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,9.80062,76.30153,certain,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,India,,https://www.geonames.org/13353524/kodamthuruth.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_131,Pattanakkad,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,9.7325,76.31758,uncertain,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,India,,https://www.geonames.org/11500628/pattanakkad.html,,,,,"[DISAMBIGUATION] Not to be confused with Panangad in Thrissur district, although the alternative labels look similar.",,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_72_GEO_1,Ochanthuruth (Island),GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,10.00253,76.23641,uncertain,GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,India,,https://www.geonames.org/11184614/ochanthuruth.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_133,Cherthala,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,9.68444,76.33558,certain,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,India,,https://www.geonames.org/10792588/cherthala.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_134,Chenganda,GeoNames (GN),https://www.geonames.org/11500708/chenganda.html,,,,9.7082,76.362,certain,GeoNames (GN),https://www.geonames.org/11500708/chenganda.html,,,,India,,https://www.geonames.org/11500708/chenganda.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_135,Varanad,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,9.696518,76.361995,certain,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,India,,,,https://www.wikidata.org/wiki/Q121094494,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_72_GEO_2,Ochanthuruth (Point),GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,10.00253,76.23641,uncertain,GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,India,,https://www.geonames.org/11184614/ochanthuruth.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_137,Charamangalam ,GeoNames (GN),https://www.geonames.org/11500768/charamangalam.html,,,,9.61963,76.36369,certain,GeoNames (GN),https://www.geonames.org/11500768/charamangalam.html,,,,India,,https://www.geonames.org/11500768/charamangalam.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_69_GEO_1,Kadamakudi (Island),GeoNames (GN),https://www.geonames.org/11463106/kadamakudi.html,,,,10.06416,76.24565,uncertain,GeoNames (GN),https://www.geonames.org/11463106/kadamakudi.html,,,,India,,https://www.geonames.org/11463106/kadamakudi.html,,https://www.wikidata.org/wiki/Q2323528,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_80_GEO_1,Cheria Kadamakudi (Island),GeoNames (GN),https://www.geonames.org/11463741/cheria-kadamakudi.html,,,,10.04299,76.25366,uncertain,GeoNames (GN),https://www.geonames.org/11463741/cheria-kadamakudi.html,,,,India,,https://www.geonames.org/11463741/cheria-kadamakudi.html,,https://www.wikidata.org/wiki/Q2323528,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_73_GEO_1,Bolgatty (Island),GeoNames (GN),https://www.geonames.org/7626299/bolgatty-palace.html,,,,9.98447,76.26703,uncertain,GeoNames (GN),https://www.geonames.org/7626299/bolgatty-palace.html,"[INFERENCE] The selected coordinates belong to the Bolgatty Palace, built by the Dutch in 1774. The Bolgatty island as seen on early modern Dutch maps overlaps with what is today Thanthonitruttu Island (GeoNames ID 1254644) as well as Mulavukad (GeoNames ID 11184889). There are sources indicating that Bolgatty island is also called Mulavukad island.","""A. Singh, Fort Cochin in Kerala"", ""Ahana Robert, Historicising the Island: Thanthoni Thuruth, http://117.239.78.102:8080/jspui/bitstream/123456789/2540/1/HISTORICISING%20THE%20ISLAND%20THANTHONNI%20THURUTH.pdf"", ""Ar. Deepak V., Development with an ecological perspective focusing on Wetlands of Kadamakudy Panchayat, Kochi, Procedia Technology 24 (2016): 1691-1698""",26|7|1695,India,,https://www.geonames.org/7626299/bolgatty-palace.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Bendoerti (Vandurutti|Bendoertij),GLOB_482,GLOB_482,Venduruthy,Wikidata,https://www.wikidata.org/wiki/Q7919657,,,,9.945833,76.287778,certain,Wikidata,https://www.wikidata.org/wiki/Q7919657,,,,India,,https://www.geonames.org/1253262/venduruthi-island.html,,https://www.wikidata.org/wiki/Q7919657,,,"The entry on this place in the Mallabaars Woordenboek (1744) reads, ""een fraij eijland toebehorende aan des Comp:, legt een mijl b'oosten Cochim is 2 uur gaans in het Rond. [Necessary Reunions translation]  “a beautiful island belonging to the Company, located one mile east of Cochin, a two-hour journey by boat.” ",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0384,,FALSE,,,,,,,checked
,,NR_141,Karumady,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,9.366667,76.383333,certain,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,India,,,,https://www.wikidata.org/wiki/Q6373630,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_85_GEO_1,Kundannoor (Island),Wikidata,https://www.wikidata.org/wiki/Q6444291,,,,9.969,76.318,uncertain,Wikidata,https://www.wikidata.org/wiki/Q6444291,,,,India,,,,https://www.wikidata.org/wiki/Q6444291,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_86_GEO_1,Ezhupunna (Point),GeoNames (GN),https://www.geonames.org/13353544/ezhupunna.html,,,,9.8211,76.29982,uncertain,GeoNames (GN),https://www.geonames.org/13353544/ezhupunna.html,,,,India,,https://www.geonames.org/13353544/ezhupunna.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_99_HUM_1,Pullangady (Temple),Wikidata,https://www.wikidata.org/wiki/Q101187008,,,,9.395189,76.422789,certain,Wikidata,https://www.wikidata.org/wiki/Q71531759,,,,India,,,,https://www.wikidata.org/wiki/Q101187008,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_107_HUM_1,Arattupuzha (Temple),Wikidata,https://www.wikidata.org/wiki/Q4784452,,,,9.187931,76.4431,uncertain,Wikidata,https://www.wikidata.org/wiki/Q4784452,,,,India,,,,https://www.wikidata.org/wiki/Q4784452,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_109_HUM_1,Elaboe (Temple),"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.13704,76.46495,uncertain,Wikidata,https://www.wikidata.org/wiki/Q120972913,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Valiazheekkal, so the coordinates of Valiazheekkal are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q120972913,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_147,Kallickad (Alappuzha),Wikidata,https://www.wikidata.org/wiki/Q101188334,,,,9.187931,76.4431,uncertain,Wikidata,https://www.wikidata.org/wiki/Q4784452,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Arattupuzha (in Alappuzha district), so the coordinates of Arattupuzha are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q101188334,,,"The entry on Calliacatta (1744) in the Mallabars Woordenboek reads, ""Calicatta of Morenbril door de Martha ten tijde van den oorlog aan de E. Cmp: afgestaan, en thans een pagt van haar selve."" [Necessary Reunions Translation] Calicatta or Morenbril ceded by Martha to the honorable Company during the war, and now a lease of hers [the Company].”",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0389,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_114_HUM_1,Parayakadavu (Tollhouse),Wikidata,https://www.wikidata.org/wiki/Q101139243,,,,9.1,76.5,uncertain,Wikidata,https://www.wikidata.org/wiki/Q16893753,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Parayakadavu on GeoNames, Wikidata or Getty. Hence, the coordinates of Kuzhithura, a nearby place, have been selected here as an inference for Parayakadavu.",,,India,,,,https://www.wikidata.org/wiki/Q101139243,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_74_GEO_1,Wallarpat Island,GeoNames (GN),https://www.geonames.org/1252988/wallarpat-island.html,,,,9.99941,76.24423,certain,GeoNames (GN),https://www.geonames.org/1252988/wallarpat-island.html,,,,India,,https://www.geonames.org/1252988/wallarpat-island.html,,https://www.wikidata.org/wiki/Q26778074,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_74_HUM_1,Vallarpadam (Church),Wikidata,https://www.wikidata.org/wiki/Q7911835,,,,9.989444,76.260833,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7911835,,,,India,,,,https://www.wikidata.org/wiki/Q7911835,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_151,Poruvakara,GeoNames (GN),https://www.geonames.org/11501844/poruvakara.html,,,,9.01668,76.53282,certain,GeoNames (GN),https://www.geonames.org/11501844/poruvakara.html,,,,India,,https://www.geonames.org/11501844/poruvakara.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_152,Ponmana,GeoNames (GN),https://www.geonames.org/1260456/ponmana.html,,,,9.00798,76.52023,certain,GeoNames (GN),https://www.geonames.org/1260456/ponmana.html,,,,India,,https://www.geonames.org/1260456/ponmana.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_153,Kovilthottam,Wikidata,https://www.wikidata.org/wiki/Q101125829,,,,8.9952,76.52325,certain,GeoNames (GN),https://www.geonames.org/1266275/kolitottattutura.html,,,,India,,https://www.geonames.org/1266275/kolitottattutura.html,,https://www.wikidata.org/wiki/Q101125829,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_112_HUM_1,Alappad (Temple),Wikidata,https://www.wikidata.org/wiki/Q4708337,,,,9.083333,76.483333,uncertain,Wikidata,https://www.wikidata.org/wiki/Q4708337,,,,India,,,,https://www.wikidata.org/wiki/Q4708337,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
