EXISTING_PLACE,EXISTING_ID,GLOB_ID,PREF_LABEL,PREF_LABEL_SOURCE,PREF_LABEL_SOURCE_PAGE,PREF_LABEL_REMARKS,PREF_LABEL_REMARKS_SOURCE,PREF_LABEL_REMARKS_SOURCE_PAGE,LATITUDE,LONGITUDE,COORD_CERTAINTY,COORD_SOURCE,COORD_SOURCE_PAGE,COORD_REMARKS,COORD_REMARKS_SOURCE,COORD_REMARKS_SOURCE_PAGE,CCODES,WHG_ID,GEONAMES_ID,TGN_ID,WIKIDATA_ID,AMH_ID,EXTERNAL_IDS,OVERALL_REMARKS,OVERALL_SOURCE,OVERALL_SOURCE_PAGE,,CHECKED?,TEST_LAT,TEST_LONG,TEST_GN,TEST_WHG,EXTERNAL_ID,TEST_AMH,
Chakkarakadavu (),NR_65,NR_65,Chakkarakadavu,Wikidata,https://www.wikidata.org/wiki/Q5068354,,,,10.143056,76.197222,certain,Wikidata,https://www.wikidata.org/wiki/Q5068354,,,,India,,,,https://www.wikidata.org/wiki/Q5068354,,,,,,,FALSE,,,,,,,
Kuzhuppilly (),NR_66,NR_66,Kuzhuppilly,Wikidata,https://www.wikidata.org/wiki/Q6449218,,,,10.015,76.22,certain,Wikidata,https://www.wikidata.org/wiki/Q6449218,,,,India,,https://www.geonames.org/11463097/kuzhippilli.html,,https://www.wikidata.org/wiki/Q6449218,,,,,,,FALSE,,,,,,,
Chathanad (),NR_67,NR_67,Chathanad,Wikidata,https://www.wikidata.org/wiki/Q101191453,,,,10.06416,76.24565,uncertain,GeoNames (GN),https://www.geonames.org/11463106/kadamakudi.html,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Chathanad in Ernakulam district on GeoNames, Wikidata or Getty. Hence, the coordinates of Kadamakudi, a nearby place, have been selected here as an inference for Chathanad.",,,India,,,,https://www.wikidata.org/wiki/Q101191453,,,,,,,FALSE,,,,,,,
Mattancherry (),NR_68,NR_68,Mattancherry,Wikidata,https://www.wikidata.org/wiki/Q3595691,,,,9.9625,76.254167,certain,Wikidata,https://www.wikidata.org/wiki/Q3595691,,,,India,,https://www.geonames.org/7576017/mattancherry-palace.html,,https://www.wikidata.org/wiki/Q3595691,,,,,,,FALSE,,,,,,,
Kadamakudi (),NR_69,NR_69,Kadamakudi,GeoNames (GN),https://www.geonames.org/11463106/kadamakudi.html,,,,10.06416,76.24565,certain,GeoNames (GN),https://www.geonames.org/11463106/kadamakudi.html,,,,India,,https://www.geonames.org/11463106/kadamakudi.html,,https://www.wikidata.org/wiki/Q2323528,,,,,,,FALSE,,,,,,,
Elamkunnapuzha (),NR_70,NR_70,Elamkunnapuzha,GeoNames (GN),https://www.geonames.org/11185182/elamkunnapuzha.html,,,,10.02674,76.22229,certain,GeoNames (GN),https://www.geonames.org/11185182/elamkunnapuzha.html,,,,India,,https://www.geonames.org/11185182/elamkunnapuzha.html,,https://www.wikidata.org/wiki/Q5353375,,,,,,,FALSE,,,,,,,
Varapuzha (church) (),NR_71_HUM_1,NR_71_HUM_1,Varapuzha (church),Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,10.075819,76.2684,certain,Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,India,,,,https://www.wikidata.org/wiki/Q13114587,,,,,,,FALSE,,,,,,,
Ochanthuruth (),NR_72,NR_72,Ochanthuruth,GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,10.00253,76.23641,certain,GeoNames (GN),https://www.geonames.org/11184614/ochanthuruth.html,,,,India,,https://www.geonames.org/11184614/ochanthuruth.html,,,,,,,,,FALSE,,,,,,,
Bolgatty (),NR_73,NR_73,Bolgatty,GeoNames (GN),https://www.geonames.org/7626299/bolgatty-palace.html,,,,9.98447,76.26703,certain,GeoNames (GN),https://www.geonames.org/7626299/bolgatty-palace.html,"The selected coordinates belong to the Bolgatty Palace, built by the Dutch in 1774. The Bolgatty island as seen on early modern Dutch maps overlap with what is today Thanthonitruttu Island (GeoNames ID 1254644) as well as Mulavukad (GeoNames ID 11184889). There are sources indicating that Bolgatty island is also called Mulavukad island.","""A. Singh, Fort Cochin in Kerala"", ""Ahana Robert, Historicising the Island: Thanthoni Thuruth, http://117.239.78.102:8080/jspui/bitstream/123456789/2540/1/HISTORICISING%20THE%20ISLAND%20THANTHONNI%20THURUTH.pdf"", ""Ar. Deepak V., Development with an ecological perspective focusing on Wetlands of Kadamakudy Panchayat, Kochi, Procedia Technology 24 (2016): 1691-1698""",26|7|1695,India,,https://www.geonames.org/7626299/bolgatty-palace.html,,,,,,,,,FALSE,,,,,,,
Vallarpadam (),NR_74,NR_74,Vallarpadam,Wikidata,https://www.wikidata.org/wiki/Q7911835,,,,9.99941,76.24423,certain,GeoNames (GN),https://www.geonames.org/1252988/wallarpat-island.html,,,,India,,https://www.geonames.org/1252988/wallarpat-island.html,,https://www.wikidata.org/wiki/Q7911835,,,,,,,FALSE,,,,,,,
Mattancherry (Palace) (),NR_68_HUM_1,NR_68_HUM_1,Mattancherry (Palace),GeoNames (GN),https://www.geonames.org/7576017/mattancherry-palace.html,,,,9.95833,76.25931,certain,GeoNames (GN),https://www.geonames.org/7576017/mattancherry-palace.html,,,,India,,https://www.geonames.org/7576017/mattancherry-palace.html,,,,,,,,,FALSE,,,,,,,
Bendoerti (Vandurutti|Bendoertij),GLOB_482,,Venduruthy,Wikidata,https://www.wikidata.org/wiki/Q7919657,,,,9.945833,76.287778,certain,Wikidata,https://www.wikidata.org/wiki/Q7919657,,,,India,,https://www.geonames.org/1253262/venduruthi-island.html,,https://www.wikidata.org/wiki/Q7919657,,,,,,,FALSE,,,,,,,
Palluruthy (),NR_77,NR_77,Palluruthy,Wikidata,https://www.wikidata.org/wiki/Q7127956,,,,9.921389,76.273889,certain ,Wikidata,https://www.wikidata.org/wiki/Q7127956,,,,India,,,,https://www.wikidata.org/wiki/Q7127956,,,"[DISAMBIGUATION] This is a place in Kochi, in present-day Ernakulam district. NOT to be confused with Pallathuruthy in Alappuzha district.",,,,FALSE,,,,,,,
Kumbalam (),NR_78,NR_78,Kumbalam,GeoNames (GN),https://www.geonames.org/10627510/kumbalam.html,,,,9.9063,76.31127,certain,GeoNames (GN),https://www.geonames.org/10627510/kumbalam.html,,,,India,,https://www.geonames.org/10627510/kumbalam.html,,https://www.wikidata.org/wiki/Q6443705,,,,,,,FALSE,,,,,,,
Aroor (),NR_79,NR_79,Aroor,GeoNames (GN),https://www.geonames.org/10628607/aroor.html,,,,9.8694,76.30498,certain,GeoNames (GN),https://www.geonames.org/10628607/aroor.html,,,,India,,https://www.geonames.org/10628607/aroor.html,,https://www.wikidata.org/wiki/Q588767,,,,,,,FALSE,,,,,,,
Cheria Kadamakudi (),NR_80,NR_80,Cheria Kadamakudi,GeoNames (GN),https://www.geonames.org/11463741/cheria-kadamakudi.html,,,,10.04299,76.25366,certain,GeoNames (GN),https://www.geonames.org/11463741/cheria-kadamakudi.html,,,,India,,https://www.geonames.org/11463741/cheria-kadamakudi.html,,https://www.wikidata.org/wiki/Q2323528,,,,,,,FALSE,,,,,,,
Oetoewejoe (),NR_81,NR_81,Oetoewejoe,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,,,,,,,,,,,India,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Thrikkunnapuzha (),NR_84,NR_84,Thrikkunnapuzha,Wikidata,https://www.wikidata.org/wiki/Q7798165,,,,9.25,76.4,certain,Wikidata,https://www.wikidata.org/wiki/Q7798165,,,,India,,,,https://www.wikidata.org/wiki/Q7798165,,,,,,,FALSE,,,,,,,
Kundannoor (),NR_85,NR_85,Kundannoor,Wikidata,https://www.wikidata.org/wiki/Q6444291,,,,9.969,76.318,uncertain,Wikidata,https://www.wikidata.org/wiki/Q6444291,,,,India,,,,https://www.wikidata.org/wiki/Q6444291,,,,,,,FALSE,,,,,,,
Ezhupunna (),NR_86,NR_86,Ezhupunna,GeoNames (GN),https://www.geonames.org/13353544/ezhupunna.html,,,,9.8211,76.29982,certain,GeoNames (GN),https://www.geonames.org/13353544/ezhupunna.html,,,,India,,https://www.geonames.org/13353544/ezhupunna.html,,,,,,,,,FALSE,,,,,,,
Vaikam (),NR_87,NR_87,Vaikam,GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,9.74858,76.39637,certain,GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,India,,https://www.geonames.org/1253544/vaikam.html,,,,,,,,,FALSE,,,,,,,
Kadakkarappally (),NR_88,NR_88,Kadakkarappally,Wikidata,https://www.wikidata.org/wiki/Q6344979,,,,9.7,76.3,certain,Wikidata,https://www.wikidata.org/wiki/Q6344979,,,,India,,,,https://www.wikidata.org/wiki/Q6344979,,,,,,,FALSE,,,,,,,
Perunturuttu (),NR_89,NR_89,Perunturuttu,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,,,,9.58261,76.36343,uncertain,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,"Based on a comparison of early modern maps with current location, it is assumed that 'Moedoedoer' refers to what is now known as Perunturuttu.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/11500782/perunturuttu.html,,,,,,,,,FALSE,,,,,,,
Tanairemoekan (),NR_90,NR_90,Tanairemoekan,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,9.1756,76.47129,uncertain,GeoNames (GN),https://www.geonames.org/13353516/kandalloor.html,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Kandallor, so the coordinates of Kandallor are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/13353516/kandalloor.html,,,,,"[DISAMBIGUATION] Not to be confused with Thanneermukkom in present-day Cherthala, Kerala, India.",,,,FALSE,,,,,,,
Thanneermukkom (),NR_91,NR_91,Thanneermukkom,GeoNames (GN),https://www.geonames.org/7303235/thanneermukkom.html,,,,9.66337,76.38073,certain,GeoNames (GN),https://www.geonames.org/7303235/thanneermukkom.html,,,,India,,https://www.geonames.org/7303235/thanneermukkom.html,,,,,"[DISAMBIGUATION] Not to be confused with Tanairemoeken in present-day Kandallor, Kerala, India.",,,,FALSE,,,,,,,
Ambanakulangara (Temple) (),NR_93_HUM_1,NR_93_HUM_1,Ambanakulangara (Temple),Wikidata,https://www.wikidata.org/wiki/Q101186785,,,,9.568381,76.362311,uncertain,Wikidata,https://www.wikidata.org/wiki/Q100992985,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Ambanakulangara on GeoNames, Wikidata or Getty. Hence, the coordinates of Mannancherry, a nearby place, have been selected here as an inference for Ambanakulangara.",,,India,,,,,,,,,,,FALSE,,,,,,,
Ambanakulangara (),NR_93,NR_93,Ambanakulangara,Wikidata,https://www.wikidata.org/wiki/Q101186785,,,,9.568381,76.362311,uncertain,Wikidata,https://www.wikidata.org/wiki/Q100992985,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Ambanakulangara on GeoNames, Wikidata or Getty. Hence, the coordinates of Mannancherry, a nearby place, have been selected here as an inference for Ambanakulangara.",,,India,,,,https://www.wikidata.org/wiki/Q101186785,,,,,,,FALSE,,,,,,,
Aryad (),NR_94,NR_94,Aryad,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,certain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,,,,,,,
Kattur (Thrissur) (),NR_95,NR_95,Kattur (Thrissur),GeoNames (GN),https://www.geonames.org/13353509/kattur.html,,,,10.37315,76.16678,certain,GeoNames (GN),https://www.geonames.org/13353509/kattur.html,,,,India,,https://www.geonames.org/13353509/kattur.html,,https://www.wikidata.org/wiki/Q101194734,,,,,,,FALSE,,,,,,,
Thumpoly  (),NR_96,NR_96,Thumpoly ,Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,9.51916,76.32172,certain,GeoNames (GN),https://www.geonames.org/10627513/thumboly.html,,,,India,,https://www.geonames.org/10627513/thumboly.html,,https://www.wikidata.org/wiki/Q7798865,,,,,,,FALSE,,,,,,,
Pallathuruthy (),NR_97,NR_97,Pallathuruthy,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,certain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,[DISAMBIGUATION] This is a place in present-day Alappuzha district. NOT to be confused with Palluruthy in Ernakulam district.,,,,FALSE,,,,,,,
Vechoor (),NR_98,NR_98,Vechoor,Wikidata,https://www.wikidata.org/wiki/Q7917746,,,,9.666667,76.45,certain,Wikidata,https://www.wikidata.org/wiki/Q7917746,,,,India,,,,https://www.wikidata.org/wiki/Q7917746,,,,,,,FALSE,,,,,,,
Pullangady (),NR_99,NR_99,Pullangady,Wikidata,https://www.wikidata.org/wiki/Q101187008,,,,9.395189,76.422789,certain,Wikidata,https://www.wikidata.org/wiki/Q71531759,,,,India,,,,https://www.wikidata.org/wiki/Q101187008,,,,,,,FALSE,,,,,,,
Punnapra (),NR_100,NR_100,Punnapra,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,9.43333,76.35,certain,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,India,,https://www.geonames.org/1259217/punnapra.html,,,,,,,,,FALSE,,,,,,,
Ambalapuzha (),NR_101,NR_101,Ambalapuzha,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,9.38462,76.35507,certain,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,India,,https://www.geonames.org/1278858/ambalapuzha.html,,,,,,,,,FALSE,,,,,,,
Anandeshwaram Mahadeva Temple (),NR_103_HUM_1,NR_103_HUM_1,Anandeshwaram Mahadeva Temple,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,9.334972,76.373917,certain,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,India,,,,https://www.wikidata.org/wiki/Q16251097,,,,,,,FALSE,,,,,,,
Anandeswaram (),NR_103,NR_103,Anandeswaram,Wikidata,https://www.wikidata.org/wiki/Q101186840,,,,9.334972,76.373917,certain,Wikidata,https://www.wikidata.org/wiki/Q16251097,,,,India,,,,https://www.wikidata.org/wiki/Q101186840,,,,,,,FALSE,,,,,,,
Pallana (),NR_104,NR_104,Pallana,GeoNames (GN),https://www.geonames.org/11484928/pallana.html,,,,9.29909,76.38905,certain,GeoNames (GN),https://www.geonames.org/11484928/pallana.html,,,,India,,https://www.geonames.org/11484928/pallana.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,[MAP ERROR] Cochin on the map is erranously shown to be in th Himalayas. This entry marks the present day coordinates of the place locating it in Kerala. ,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Anjeepare (),NR_107,NR_107,Anjeepare,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.187931,76.4431,uncertain,Wikidata,https://www.wikidata.org/wiki/Q4784452,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Arattupuzha (in Alappuzha district), so the coordinates of Arattupuzha are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q4784452,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Elaboe (),NR_109,NR_109,Elaboe,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.13704,76.46495,uncertain,Wikidata,https://www.wikidata.org/wiki/Q120972913,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Valiazheekkal, so the coordinates of Valiazheekkal are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q120972913,,,,,,,FALSE,,,,,,,
Clappana (),NR_110,NR_110,Clappana,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,,,,9.10616,76.4984,certain,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,,,,India,,https://www.geonames.org/11184895/clappana.html,,https://www.wikidata.org/wiki/Q5125891,,,,,,,FALSE,,,,,,,
Parejekapadoe (),NR_111,NR_111,Parejekapadoe,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,9.10616,76.4984,uncertain,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,"[INFERENCE] Based on the early modern map, this place was located near 'Klappene' (present-day Clappana), so the coordinates of Clappana have been selected here as an inference. The creators of this dataset have not yet identified which place 'Parejekapadoe' exactly is.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/11184895/clappana.html,,,,,,,,,FALSE,,,,,,,
Alappadu (),NR_112,NR_112,Alappadu,Wikidata,https://www.wikidata.org/wiki/Q101582161,,,,9.10616,76.4984,uncertain,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,This cordinates belong to Clappana which is near to Alappadu,,https://www.geonames.org/11184895/clappana.html,India,,https://www.geonames.org/11184895/clappana.html,,,,,,,,,FALSE,,,,,,,
Kuzhithura (),NR_113,NR_113,Kuzhithura,Wikidata,https://www.wikidata.org/wiki/Q16893753,,,,9.1,76.5,certain,Wikidata,https://www.wikidata.org/wiki/Q16893753,,,,India,,,,https://www.wikidata.org/wiki/Q16893753,,,,,,,FALSE,,,,,,,
Parayakadavu (),NR_114,NR_114,Parayakadavu,Wikidata,https://www.wikidata.org/wiki/Q101139243,,,,9.1,76.5,uncertain,Wikidata,https://www.wikidata.org/wiki/Q16893753,This cordinates belong to Kuzhithura which is near to Parayakadabu,,https://www.wikidata.org/wiki/Q16893753,India,,,,https://www.wikidata.org/wiki/Q101139243,,,,,,,FALSE,,,,,,,
Pandarathuruth (),NR_115,NR_115,Pandarathuruth,Wikidata,https://www.wikidata.org/wiki/Q105814277,,,,9.054444,76.535278,uncertain,Wikidata,https://www.wikidata.org/wiki/Q6373673,This cordinates belong to Karunagappalli which is near to Pandarathuruth,,https://www.wikidata.org/wiki/Q6373673,India,,,,https://www.wikidata.org/wiki/Q105814277,,,,,,,FALSE,,,,,,,
,,NR_116,Tallagoa,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Chavara (),NR_117,NR_117,Chavara,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,,,,8.96727,76.54188,certain,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,,,,India,,https://www.geonames.org/1274466/chavara.html,,,,,,,,,FALSE,,,,,,,
karithura (),NR_118,NR_118,karithura,Wikidata,https://www.wikidata.org/wiki/Q101142146,,,,8.96727,76.54188,uncertain,GeoNames (GN),https://www.geonames.org/1274466/chavara.html,This cordinates belong to Chavara which is near to Karithura,,,India,,,,https://www.wikidata.org/wiki/Q101142146,,,,,,,FALSE,,,,,,,
Madannada (),NR_119,NR_119,Madannada,Wikidata,https://www.wikidata.org/wiki/Q101143517,,,,8.88113,76.58469,uncertain,GeoNames (GN),https://www.geonames.org/1259091/kollam.html,This cordinates belong to kollam which is near to Madannada,,,India,,,,https://www.wikidata.org/wiki/Q101143517,,,,,,,FALSE,,,,,,,
Dalavapuram (),NR_120,NR_120,Dalavapuram,GeoNames (GN),https://www.geonames.org/11501999/dalavapuram.html,,,,8.94865,76.55091,certain,GeoNames (GN),https://www.geonames.org/11501999/dalavapuram.html,,,,India,,https://www.geonames.org/11501999/dalavapuram.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_122,Mongadoe,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_123,Moukelan,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Parippu (),NR_124,NR_124,Parippu,Wikidata,https://www.wikidata.org/wiki/Q101188954,,,,9.611942,76.480368,uncertain,Wikidata,https://www.wikidata.org/wiki/Q101188952,This cordinates belong to Olassa whichn is near to Parippu,,https://www.wikidata.org/wiki/Q101188952,India,,,,https://www.wikidata.org/wiki/Q101188954,,,,,,,FALSE,,,,,,,
Aranmula (),NR_125,NR_125,Aranmula,GeoNames (GN),https://www.geonames.org/1278451/aranmula.html,,,,9.33333,76.68333,certain,GeoNames (GN),https://www.geonames.org/1278451/aranmula.html,,,,India,,https://www.geonames.org/1278451/aranmula.html,,,,,,,,,FALSE,,,,,,,
Thaliyaparambu (),NR_126,NR_126,Thaliyaparambu,Wikidata,https://www.wikidata.org/wiki/Q87477867,,,,9.804962,76.344228,certain,Wikidata,https://www.wikidata.org/wiki/Q87477867,,,,India,,,,https://www.wikidata.org/wiki/Q87477867,,,,,,,FALSE,,,,,,,
Turavur (),NR_127,NR_127,Turavur,GeoNames (GN),https://www.geonames.org/1254040/turavur.html,,,,9.7666,76.31667,certain,GeoNames (GN),https://www.geonames.org/1254040/turavur.html,,,,India,,https://www.geonames.org/1254040/turavur.html,,,,,,,,,FALSE,,,,,,,
Thycattussery (),NR_128,NR_128,Thycattussery,Wikidata,https://www.wikidata.org/wiki/Q16133821,,,,"9.782111, ",76.3512,certain,Wikidata,https://www.wikidata.org/wiki/Q16133821,,,,India,,,,https://www.wikidata.org/wiki/Q16133821,,,,,,,FALSE,,,,,,,
Kodamthuruth (),NR_130,NR_130,Kodamthuruth,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,9.80062,76.30153,certain,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,India,,https://www.geonames.org/13353524/kodamthuruth.html,,,,,,,,,FALSE,,,,,,,
Pattanakkad (),NR_131,NR_131,Pattanakkad,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,9.7325,76.31758,uncertain,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,India,,https://www.geonames.org/11500628/pattanakkad.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Cherthala (),NR_133,NR_133,Cherthala,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,9.68444,76.33558,certain,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,India,,https://www.geonames.org/10792588/cherthala.html,,,,,,,,,FALSE,,,,,,,
,,NR_134,Tjenkandong,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Varanad (),NR_135,NR_135,Varanad,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,9.696518,76.361995,certain,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,India,,,,https://www.wikidata.org/wiki/Q121094494,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Chadayamangalam  (),NR_137,NR_137,Chadayamangalam ,Wikidata,https://www.wikidata.org/wiki/Q5066412,,,,8.842119,76.864439,certain,Wikidata,https://www.wikidata.org/wiki/Q5066412,,,,India,,,,https://www.wikidata.org/wiki/Q5066412,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_139,Maikot,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Poochakkal (),NR_140,NR_140,Poochakkal,Wikidata,https://www.wikidata.org/wiki/Q7228497,,,,9.795278,76.354444,certain,Wikidata,https://www.wikidata.org/wiki/Q7228497,,,,India,,,,https://www.wikidata.org/wiki/Q7228497,,,,,,,FALSE,,,,,,,
Karumady (),NR_141,NR_141,Karumady,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,9.366667,76.383333,certain,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,India,,,,https://www.wikidata.org/wiki/Q6373630,,,,,,,FALSE,,,,,,,Checked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_143,Pottemene,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_145,Elaboe,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_146,Anjiepanne,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
